city,district,voivodeship,localization_y,localization_x,area,sewers,shape,road,fence,water,electricity,gas,price
Ma³a Kamienica,jeleniogórski,dolnoœl¹skie,50.9097,15.5422,1500,,prostok¹t,asfaltowa,brak,,,,105000
Ma³a Kamienica,jeleniogórski,dolnoœl¹skie,50.9097,15.5422,1500,,prostok¹t,asfaltowa,brak,,,,105000
Krzeszowice,krakowski,ma³opolskie,50.13497,19.631305,992,,kwadrat,asfaltowa,brak,,,,175000
Swarzêdz,wielkopolskie,,52.4125,17.0856,3489,,prostok¹t,utwardzana,brak,,,,767580
Radonie,grodziski,mazowieckie,52.0576,20.6574,1451,,prostok¹t,utwardzana,brak,,,,217650
Sulejówek,miñski,mazowieckie,52.248165,21.27694,980,,prostok¹t,utwardzana,brak,,,,300000
Tarnowskie Góry,Pniowiec,œl¹skie,50.443254,18.858722,1972,,prostok¹t,,brak,,,,235000
Borowiany,gliwicki,œl¹skie,50.544055,18.602181,1250,,,utwardzana,,,,,132900
D¹browa,warszawski zachodni,mazowieckie,52.32648889,20.88846667,1111,,prostok¹t,utwardzana,brak,,,,555000
Warszawa,Rembertów,mazowieckie,52.2669757022175,21.1597649377816,893,miejska,,,,w³asne ujêcie/studnia,,,698000
Chocicza,œredzki,wielkopolskie,52.068964,17.359587,1168,,,,brak,,,,50000
Gniezno,gnieŸnieñski,wielkopolskie,52.529175,17.598947,7381,,,,,,,,730000
Suchy Las,poznañski,wielkopolskie,52.4806,16.8688,1018,,prostok¹t,asfaltowa,brak,,,,376650
Wielka Wieœ,krakowski,ma³opolskie,50.152635,19.842796,7500,,prostok¹t,asfaltowa,,,,,1500000
O¿arów Mazowiecki,warszawski zachodni,mazowieckie,52.209808,20.80271,3336,,kwadrat,asfaltowa,brak,,,,1220000
Koninko,poznañski,wielkopolskie,52.308786,17.0206717,2161,,,,siatka,,,,530000
Kalbornia,ostródzki,warmiñsko-mazurskie,53.410361,20.062835,101485,,,,,,,,4770000
Bieñkowice,myœlenicki,ma³opolskie,49.912564,20.043191,1400,,,polna,brak,,,,125000
G³ogoczów,myœlenicki,ma³opolskie,49.895398,19.876229,1220,,prostok¹t,,brak,,,,150000
Witów,tatrzañski,ma³opolskie,49.325,19.8248,850,,prostok¹t,asfaltowa,brak,,,,340000
Gliwice,œl¹skie,,50.29308,18.6755,6209,,,,,,,,795000
K³aj,wielicki,ma³opolskie,49.99274,20.301898,1018,miejska,trapez,utwardzana,brak,wodoci¹g na dzia³ce,na dzia³ce,,157500
Kolbuszowa Górna,kolbuszowski,podkarpackie,50.230747,21.788897,1360,,trapez,utwardzana,,,,,79000
Warszawa,Radiowo,mazowieckie,52.2933,20.9287,2682,,prostok¹t,asfaltowa,siatka,,,,830000
Zaborówek,warszawski zachodni,mazowieckie,52.2631,20.6527,2500,,prostok¹t,asfaltowa,metalowe,,,,610000
Ma³a Kamienica,jeleniogórski,dolnoœl¹skie,50.9097,15.5422,1400,,prostok¹t,asfaltowa,brak,,,,98000
Krzeszowice,krakowski,ma³opolskie,50.13497,19.631305,1075,,kwadrat,asfaltowa,brak,,,,189000
Malec,oœwiêcimski,ma³opolskie,49.919683,19.245742,1000,,prostok¹t,,,,,,79000
Policki,zachodniopomorskie,,,,3031,,prostok¹t,,brak,,,,425000
Wadowice,wadowicki,ma³opolskie,49.88256,19.493366,10000,,prostok¹t,asfaltowa,brak,,,,1600000
Malbork,malborski,pomorskie,54.0117918948754,19.01495801882,2135,,trapez,polna,brak,,,,149450
Warszawa,Karolówka,mazowieckie,52.2669757022175,21.1597649377816,893,,prostok¹t,,,,,,698000
Gortatowo,poznañski,wielkopolskie,52.4305,17.1241,2505,,,utwardzana,brak,,,,350000
Kwakowo,s³upski,pomorskie,54.3719797427094,17.0162365692118,1552,,,utwardzana,,,,,77600
Radonie,grodziski,mazowieckie,52.06523,20.640801,1550,,prostok¹t,utwardzana,,,,,128000
Radonie,grodziski,mazowieckie,52.0817,20.762,1451,,prostok¹t,utwardzana,brak,,,,217650
¯abieniec,piaseczyñski,mazowieckie,52.0589,21.04,1000,,prostok¹t,asfaltowa,siatka,,,,300000
Balice,krakowski,ma³opolskie,50.084822,19.79503,1700,,prostok¹t,utwardzana,brak,,,,339000
Grojec,chrzanowski,ma³opolskie,50.087188,19.563274,5000,,,,,,,,129000
Wierzchowie,krakowski,ma³opolskie,50.169015,19.807428,6100,,,,brak,,,,360000
Me³giew,œwidnicki,lubelskie,51.213652,22.788004,1340,,,utwardzana,brak,,,,159000
Œwidnik,œwidnicki,lubelskie,51.221748,22.694423,2050,,,utwardzana,brak,,,,320000
Kraków,Wola Justowska,ma³opolskie,50.0735,19.839,495,,prostok¹t,asfaltowa,,,,,420000
Kraków,Wola Justowska,ma³opolskie,50.0613,19.8312,1040,,kwadrat,,,,,,1250000
Przemyœl,podkarpackie,,49.7696,22.7677,8000,,prostok¹t,asfaltowa,,,,,199000
Kie³pino,kartuski,pomorskie,54.2992,18.2247,996,,prostok¹t,utwardzana,,,,,84660
Blizne Jasiñskiego,warszawski zachodni,mazowieckie,52.248105,20.871479,1169,,prostok¹t,asfaltowa,brak,,,,1190000
Miros³awice,³ódzkie,,51.758428,19.242861,2000,,,,,,,,180000
Rac³awówka,rzeszowski,podkarpackie,50.0016,21.9204,924,,kwadrat,utwardzana,brak,,,,135800
Gortatowo,poznañski,wielkopolskie,52.4286261881002,17.1174984665697,6650,,,asfaltowa,brak,,,,900000
Olszewnica Stara,legionowski,mazowieckie,52.4378834090829,20.8677485190775,1250,,,,,,,,235000
Warszawa,Ursynów,mazowieckie,52.14916667,21.04416667,2844,,kwadrat,asfaltowa,,,,,4500000
Koninko,poznañski,wielkopolskie,52.3105,17.0155,1407,,,,siatka,,,,420000
Koninko,poznañski,wielkopolskie,52.308786,17.0206717,1968,,,,siatka,,,,490000
Kraków,Skotniki,ma³opolskie,50.011,19.8695,600,,prostok¹t,asfaltowa,,,,,350000
Gortatowo,poznañski,wielkopolskie,52.4286261881002,17.1174984665697,6650,,,asfaltowa,brak,,,,900000
Kamieñ Pomorski,kamieñski,zachodniopomorskie,53.970455,14.775268,22951,,,asfaltowa,,,,,7000000
Czechów,gorzowski,lubuskie,52.728501,15.313641,1500,,,,brak,,,,59000
Chmielno,kartuski,pomorskie,54.326725,18.103292,1226,,,,,,,,165500
Chruœciele,e³cki,warmiñsko-mazurskie,53.8084800018312,22.3315845452198,3040,,,asfaltowa,brak,,,,230000
Piekary Œl¹skie,œl¹skie,,50.389859,18.949574,2510,,,utwardzana,brak,,,,220000
Jelna,le¿ajski,podkarpackie,50.293144,22.357212,2700,,kwadrat,utwardzana,,,,,77500
Piekary Œl¹skie,Lipka,œl¹skie,50.4028,18.9451,3200,,prostok¹t,asfaltowa,brak,,,,960000
R¹czna,krakowski,ma³opolskie,50.008939,19.764623,1600,,prostok¹t,asfaltowa,,wodoci¹g na dzia³ce,na dzia³ce,na dzia³ce,270000
Bydgoszcz,kujawsko-pomorskie,,53.1223783580627,17.9761107290796,,,,,,,,,450000
Warszawa,Las,mazowieckie,52.1962,21.1782,1158,,prostok¹t,asfaltowa,,,,,1065360
Kolbuszowa Górna,kolbuszowski,podkarpackie,50.2151,21.8241,1055,,,asfaltowa,brak,,,,69000
Malbork,pomorskie,,54.036972,19.030985,1100,,,utwardzana,brak,,,,87000
Sierakowice,gliwicki,œl¹skie,50.274140804447,18.4568151298359,2600,,,,,,,,225000
Malbork,malborski,pomorskie,54.0109,19.0174,1147,,prostok¹t,utwardzana,brak,,,,80290
Stanis³awów,miñski,mazowieckie,52.2921,21.5413,620,,kwadrat,utwardzana,brak,,,,43400
Warszawa,Karolówka,mazowieckie,52.2669757022175,21.1597649377816,893,,prostok¹t,,,,,,698000
Jasionka,rzeszowski,podkarpackie,50.1137,22.0546,1180,,kwadrat,utwardzana,brak,,,,165000
Rac³awówka,rzeszowski,podkarpackie,50.0016,21.9204,777,,prostok¹t,utwardzana,brak,,,,114000
Rac³awówka,rzeszowski,podkarpackie,50.0016,21.9204,777,,prostok¹t,utwardzana,brak,,,,114000
Rac³awówka,rzeszowski,podkarpackie,50.0016,21.9204,777,,prostok¹t,utwardzana,brak,,,,114000
Warszawa,Rembertów,mazowieckie,52.2669757022175,21.1597649377816,893,miejska,,,,w³asne ujêcie/studnia,,,698000
Niepo³omice,wielicki,ma³opolskie,50.029867,20.219201,1500,miejska,,,,,,,129000
Zalesie Królewskie,œwiecki,kujawsko-pomorskie,53.4532,18.099082,1009,,,,,,,,42000
Œwidnik,œwidnicki,lubelskie,51.221748,22.694423,1035,,,utwardzana,metalowe,,,,155000
Kraków,Sidzina,ma³opolskie,49.9906,19.8627,1694,,prostok¹t,asfaltowa,,,,,365000
Kielnarowa,rzeszowski,podkarpackie,49.985755,22.063472,1200,,kwadrat,asfaltowa,brak,,,,75000
Kraków,Swoszowice,ma³opolskie,50.0017,19.9473,1687,,kwadrat,asfaltowa,brak,,,,299000
Izabelin,warszawski zachodni,mazowieckie,52.294511,20.814724,1240,,prostok¹t,utwardzana,,,,,350000
£ask,Kolumna-Las,³ódzkie,51.6154,19.1957,1400,,trapez,asfaltowa,,,,,140000
Przebieczany,wielicki,ma³opolskie,49.97877,20.112363,1100,,prostok¹t,polna,brak,,,,121000
Wólka-Konstancja,miñski,mazowieckie,52.247275,21.50873,1010,,,utwardzana,brak,,,,49900
Emów,otwocki,mazowieckie,,,4800,,,,brak,,,,1920000
Józefów,Górki,mazowieckie,52.10166667,21.22305556,6069,,prostok¹t,asfaltowa,mieszane,,w drodze,w drodze,1850000
D¹browa Górnicza,Bugaj,œl¹skie,50.39222222,19.30861111,698,,prostok¹t,utwardzana,brak,,,,89000
D¹browa Górnicza,Bugaj,œl¹skie,50.39222222,19.30861111,820,,,utwardzana,brak,,,,105000
Smolniki,nakielski,kujawsko-pomorskie,53.001945,17.768678,1377,,prostok¹t,polna,brak,,,,67000
kamieñski,zachodniopomorskie,,53.976281925309,14.977111816406,823,,prostok¹t,asfaltowa,,,,,125000
Lipków,warszawski zachodni,mazowieckie,52.273779,20.807617,2800,,,utwardzana,brak,,,,1155000
Wi¹zowna,otwocki,mazowieckie,52.173597,21.295024,1517,,,,,,,,270000
Kajetany,pruszkowski,mazowieckie,52.097417,20.817449,1000,,prostok¹t,asfaltowa,brak,,,,250000
Osowiec,grodziski,mazowieckie,52.035249,20.647345,1000,,prostok¹t,,,,,,120000
Henryszew,grodziski,mazowieckie,52.074297,20.468626,1000,,trapez,,brak,,,,90000
S³ubica B,grodziski,mazowieckie,51.995069,20.622458,1000,,prostok¹t,,brak,,,,84000
Komorów,pruszkowski,mazowieckie,52.146252,20.816503,1000,,,,,,,,700000
Otrêbusy,pruszkowski,mazowieckie,52.128134,20.766319,1470,,prostok¹t,,,,,,700000
Osowiec,grodziski,mazowieckie,52.035249,20.647345,1000,,prostok¹t,,,,,,120000
Grzmi¹ca,grodziski,mazowieckie,52.0022,20.6496,5600,,prostok¹t,,brak,,,,280000
Rusiec,pruszkowski,mazowieckie,52.081861,20.793567,1050,,prostok¹t,asfaltowa,brak,,,,210000
Komorów,pruszkowski,mazowieckie,52.146252,20.816503,937,,prostok¹t,utwardzana,,,,,790000
Wycinki Osowskie,grodziski,mazowieckie,52.0388,20.6733,1000,,prostok¹t,,brak,,,,120000
Rusiec,pruszkowski,mazowieckie,52.081861,20.793567,3900,,trapez,asfaltowa,,,,,975000
Przypki,piaseczyñski,mazowieckie,52.007244,20.813905,1403,,prostok¹t,utwardzana,,,,,154330
Szczêsne,grodziski,mazowieckie,52.0915,20.6405,6000,,,utwardzana,,,,,1550000
Podkowa Leœna,grodziski,mazowieckie,52.118075,20.729874,2500,,prostok¹t,asfaltowa,,,,,696000
Podkampinos,warszawski zachodni,mazowieckie,52.255371,20.45963,1050,,prostok¹t,utwardzana,brak,,,,65000
Kajetany,pruszkowski,mazowieckie,52.097417,20.817449,2850,,prostok¹t,asfaltowa,brak,,,,698250
Nadarzyn,pruszkowski,mazowieckie,52.093404,20.807995,1700,,prostok¹t,,brak,,,,265000
Warszawa,Wilanów,mazowieckie,52.17416667,21.08027778,5194,,prostok¹t,asfaltowa,,,,,3000000
Rozalin,pruszkowski,mazowieckie,52.048562,20.776435,1500,,prostok¹t,,,,,,229000
¯ó³win,pruszkowski,mazowieckie,52.106761,20.725973,1200,,prostok¹t,,,,,,199000
Urzut,pruszkowski,mazowieckie,52.073848,20.741939,1194,,prostok¹t,asfaltowa,,,,,179100
Pruszków,¯bików,mazowieckie,52.18027778,20.80916667,85000,,,asfaltowa,brak,,,,27200000
Urzut,pruszkowski,mazowieckie,52.073848,20.741939,1194,,prostok¹t,asfaltowa,,,,,179100
Stara Wieœ,pruszkowski,mazowieckie,,,21900,,prostok¹t,,brak,,,,7665000
Feliksów,warszawski zachodni,mazowieckie,52.253419,20.685701,1656,,prostok¹t,utwardzana,brak,,,,282000
¯ó³win,pruszkowski,mazowieckie,52.106761,20.725973,1392,,prostok¹t,,,,,,310000
W³adków,grodziski,mazowieckie,52.075292,20.584623,2776,,prostok¹t,,brak,,,,277600
Moœciska,grodziski,mazowieckie,52.061042,20.615828,1500,,prostok¹t,,,,,,190000
Stare Faszczyce,warszawski zachodni,mazowieckie,52.174221,20.590762,1000,,prostok¹t,asfaltowa,brak,,,,150000
Stare Faszczyce,warszawski zachodni,mazowieckie,52.174221,20.590762,1091,,prostok¹t,asfaltowa,brak,,,,164000
Brwinów,pruszkowski,mazowieckie,52.140582,20.71904,2075,,trapez,,,,,,2150000
Milanówek,grodziski,mazowieckie,52.124582,20.667208,5192,,prostok¹t,,,,,,519200
Jaktorów-Kolonia,grodziski,mazowieckie,52.086752,20.520929,1000,,prostok¹t,,,,,,79000
Kaleñ,grodziski,mazowieckie,52.006762,20.6918,3000,,prostok¹t,asfaltowa,brak,,,,259000
Otrêbusy,pruszkowski,mazowieckie,52.128134,20.766319,439,,prostok¹t,utwardzana,brak,,,,160000
Podsoko³ów,skierniewicki,³ódzkie,52.096461,20.153148,1482,,prostok¹t,,,,,,89000
Sade Budy,grodziski,mazowieckie,52.057874,20.487545,1031,,prostok¹t,utwardzana,brak,,,,130000
Tartak Brzózki,¿yrardowski,mazowieckie,52.008864,20.53442,1046,,prostok¹t,,,,,,105000
Nadarzyn,pruszkowski,mazowieckie,52.093404,20.807995,2000,,trójk¹t,,brak,,,,200000
Osowiec,grodziski,mazowieckie,52.035249,20.647345,1650,,prostok¹t,,brak,,,,140000
¯ó³win,pruszkowski,mazowieckie,52.106761,20.725973,1100,,prostok¹t,,brak,,,,255000
Chylice,grodziski,mazowieckie,52.097518,20.563399,1002,,prostok¹t,,,,,,119000
Otrêbusy,pruszkowski,mazowieckie,52.128134,20.766319,1568,,prostok¹t,,,,,,355000
Warszawa,W³ochy,mazowieckie,52.20611111,20.91277778,1346,,prostok¹t,asfaltowa,,,,,1900000
Nowe Mistrzewice,sochaczewski,mazowieckie,52.307864,20.243362,1850,,prostok¹t,utwardzana,brak,,,,55500
Nowe Mistrzewice,sochaczewski,mazowieckie,52.307864,20.243362,1714,,prostok¹t,utwardzana,brak,,,,51420
Nowe Mistrzewice,sochaczewski,mazowieckie,52.307864,20.243362,1485,,prostok¹t,utwardzana,brak,,,,44550
Bronis³awów,grodziski,mazowieckie,52.173102,20.536949,21450,,prostok¹t,asfaltowa,brak,,,,960000
Bramki,warszawski zachodni,mazowieckie,52.194775,20.532241,1000,,trapez,utwardzana,brak,,,,120000
Ojrzanów,grodziski,mazowieckie,52.009626,20.738637,1261,,kwadrat,asfaltowa,,,,,126000
Jeruzal,skierniewicki,³ódzkie,51.909708,20.347288,1200,,prostok¹t,,,,,,70000
Miêdzyborów,grodziski,mazowieckie,52.064149,20.480609,4015,,,utwardzana,brak,,,,339000
Grzegorzewice,grodziski,mazowieckie,51.964404,20.648492,1092,,prostok¹t,asfaltowa,brak,,,,98000
Jeruzal,skierniewicki,³ódzkie,51.909708,20.347288,1200,,prostok¹t,,,,,,70000
Budki Piaseckie,sochaczewski,mazowieckie,52.194835,20.332075,1300,,prostok¹t,asfaltowa,brak,,,,97500
Brwinów,pruszkowski,mazowieckie,52.140582,20.71904,6000,,prostok¹t,,,,,,480000
Dawidy,pruszkowski,mazowieckie,52.134126,20.980382,2000,,prostok¹t,,brak,,,,600000
Stare Budy,grodziski,mazowieckie,52.064092,20.511617,3500,,kwadrat,asfaltowa,brak,,,,385000
Szczêsne,grodziski,mazowieckie,52.082999,20.65161,3434,,,,,,,,470000
Osowiec,grodziski,mazowieckie,52.035249,20.647345,1000,,prostok¹t,,brak,,,,120000
Owczarnia,pruszkowski,mazowieckie,52.10029,20.706871,1352,,trójk¹t,,brak,,,,379000
Stare Faszczyce,warszawski zachodni,mazowieckie,52.174221,20.590762,1001,,prostok¹t,,brak,,,,150150
Stare Faszczyce,warszawski zachodni,mazowieckie,52.174221,20.590762,1001,,prostok¹t,,brak,,,,150150
Nowe Paski,sochaczewski,mazowieckie,52.234916,20.393688,14544,,prostok¹t,,brak,,,,320000
¯ó³win,pruszkowski,mazowieckie,52.106761,20.725973,2122,,trapez,,brak,,,,365000
Budy-Grzybek,grodziski,mazowieckie,52.065095,20.555134,1483,,prostok¹t,,brak,,,,170000
Budy-Grzybek,grodziski,mazowieckie,52.065095,20.555134,1365,,prostok¹t,,brak,,,,157000
Brwinów,pruszkowski,mazowieckie,52.140582,20.71904,2084,,prostok¹t,,,,,,728000
Milanówek,grodziski,mazowieckie,52.124582,20.667208,1500,,prostok¹t,,,,,,322000
¯elechów,grodziski,mazowieckie,52.01406,20.731746,1494,,prostok¹t,utwardzana,brak,,,,130000
Kirsztajnów,warszawski zachodni,mazowieckie,52.282059,20.346771,14200,,prostok¹t,,brak,,,,326600
Bieganów,grodziski,mazowieckie,52.044742,20.494189,1500,,prostok¹t,,brak,,,,156000
Tartak Brzózki,¿yrardowski,mazowieckie,52.008864,20.53442,1176,,prostok¹t,,brak,,,,99000
Piastów,pruszkowski,mazowieckie,52.18333,20.85,863,,prostok¹t,,,,,,728000
Warszawa,W³ochy,mazowieckie,52.24053,21.034167,533,,trapez,,,,,,1100000
Miedniewice,¿yrardowski,mazowieckie,52.082341,20.303263,1000,,kwadrat,asfaltowa,brak,,,,60000
Stare Budy,grodziski,mazowieckie,52.064092,20.511617,1817,,prostok¹t,,brak,,,,118105
Czarny Las,grodziski,mazowieckie,52.062937,20.589885,1500,,prostok¹t,,,,,,202500
Zalesie,grodziski,mazowieckie,52.044388,20.681635,1122,,prostok¹t,,brak,,,,125000
Przypki,piaseczyñski,mazowieckie,52.007244,20.813905,1000,,prostok¹t,polna,,,,,130000
Przypki,piaseczyñski,mazowieckie,52.007244,20.813905,1000,,prostok¹t,polna,,,,,130000
Nowe Budy,¿yrardowski,mazowieckie,52.033362,20.553401,3008,,prostok¹t,utwardzana,brak,,,,180000
Leoncin,nowodworski,mazowieckie,52.393966,20.539669,6900,,prostok¹t,asfaltowa,brak,,,,245000
Brwinów,pruszkowski,mazowieckie,52.140582,20.71904,2460,,trapez,,,,,,541200
S³ubica Dobra,grodziski,mazowieckie,52.01292,20.63714,1680,,prostok¹t,asfaltowa,brak,,,,150000
Siestrzeñ,grodziski,mazowieckie,52.053436,20.725908,1500,,prostok¹t,,brak,,,,300000
Wycinki Osowskie,grodziski,mazowieckie,52.036817,20.674589,1538,,prostok¹t,utwardzana,brak,,,,237000
Milêcin,pruszkowski,mazowieckie,52.168785,20.660584,7000,,prostok¹t,asfaltowa,brak,,,,150000
Huta Partacka,¿yrardowski,mazowieckie,51.956277,20.383023,2124,,kwadrat,,brak,,,,92000
Milanówek,grodziski,mazowieckie,52.124582,20.667208,1437,,,,,,,,546060
Pêcice Ma³e,pruszkowski,mazowieckie,52.142292,20.837939,3830,,prostok¹t,,brak,,,,1760000
¯yrardów,¿yrardowski,mazowieckie,,,8600,,prostok¹t,,brak,,,,620000
Wrêczyca Wielka,k³obucki,œl¹skie,50.848356,18.927321,1755,,prostok¹t,utwardzana,,,,,119000
Wrêczyca Wielka,k³obucki,œl¹skie,50.836817874331,18.9060279333192,1845,,prostok¹t,utwardzana,,,,,120000
Ostrówek,WO£OMIÑSKI,mazowieckie,52.394,21.3736,947,,prostok¹t,,,,,,137315
Owczarnia,pruszkowski,mazowieckie,,,1343,,prostok¹t,utwardzana,,,,,633000
Mogilany,krakowski,ma³opolskie,49.9367481290162,19.8824335197274,1467,,,asfaltowa,brak,,,,245000
Cholerzyn,krakowski,ma³opolskie,50.058603,19.773954,1500,,,asfaltowa,,,,,189000
Milanówek,grodziski,mazowieckie,52.1362,20.6616,1500,,prostok¹t,,,,,,333000
Tarnowo Podgórne,poznañski,wielkopolskie,,,2995,,,,,,,,509000
Rusiec,pruszkowski,mazowieckie,,,8300,,,,brak,,,,1420000
Opole Lubelskie,opolski,lubelskie,51.146627,21.967006,1670,,,utwardzana,,,,,75000
Komorów,pruszkowski,mazowieckie,52.1467099187782,20.8057079470393,1456,,,,,,,,1400000
Milanówek,grodziski,mazowieckie,52.124582,20.667208,1500,,,utwardzana,siatka,,,,360000
Paw³ówko,chojnicki,pomorskie,53.683664819602,17.6137950435759,1404,,,asfaltowa,siatka,,,,99000
Kamierowskie Piece,starogardzki,pomorskie,54.105812,18.459285,1679,,,utwardzana,brak,,,,48691
Kamierowskie Piece,starogardzki,pomorskie,54.105812,18.459285,1157,,,,brak,,,,45123
Radzionków,tarnogórski,œl¹skie,50.3998141,18.9017625,750,,,asfaltowa,brak,,,,142500
Lublin,lubelskie,,51.2325712549515,22.6411133514429,1443,,,,,,,,259900
Z³otok³os,piaseczyñski,mazowieckie,52.002796,20.913957,1800,,,asfaltowa,,,,,325000
Owczary,krakowski,ma³opolskie,50.175625000000004,19.911051,4800,brak,,,,,,,199000
Wroc³aw,Muchobór Wielki,dolnoœl¹skie,51.09805556,16.94444444,1256,,,asfaltowa,brak,,,,1450000
Choroszcz,bia³ostocki,podlaskie,53.144415,22.990869,3800,miejska,,asfaltowa,siatka,,,,195000
Morzyczyn,stargardzki,zachodniopomorskie,53.352795,14.927783,1485,,prostok¹t,utwardzana,brak,,,,163350
Budy-Grzybek,grodziski,mazowieckie,52.0758,20.5174,1365,,prostok¹t,,brak,,,,156975
Kraków,Swoszowice,ma³opolskie,49.9978426296362,19.9582778614614,3100,,prostok¹t,asfaltowa,brak,,,,775000
Polnica,cz³uchowski,pomorskie,53.7517,17.401,1752,,prostok¹t,utwardzana,brak,,,,109000
Puszczykowo,poznañski,wielkopolskie,52.2888,16.8424,1207,,,,,,,,450000
Puszczykowo,poznañski,wielkopolskie,52.2888,16.8424,2411,,,asfaltowa,,,,,900000
Kanie,pruszkowski,mazowieckie,52.1381,20.719,1300,,prostok¹t,asfaltowa,,,,,546000
Kraków,Tyniec,ma³opolskie,49.9967227108532,19.8489671309463,700,,prostok¹t,asfaltowa,brak,,,,350000
Kraków,Swoszowice,ma³opolskie,49.99582778269,19.9775880672544,4100,,prostok¹t,asfaltowa,,,,,550000
Przybiernów,zachodniopomorskie,,53.7575,14.7871,4686,,inny,polna,,,,,220000
Kozy,bielski,œl¹skie,49.850147,19.146079,6527,,,asfaltowa,siatka,,,,554795
Blizne Jasiñskiego,warszawski zachodni,mazowieckie,52.2448,20.8762,1750,,prostok¹t,asfaltowa,siatka,,,,1785000
Kraków,Podgórze,ma³opolskie,49.982036663517,19.987183302627,1056,,prostok¹t,,,,,,250000
Siemianice,s³upski,pomorskie,54.500759,17.059292,905,,prostok¹t,utwardzana,brak,,,,75750
Wieliczka,wielicki,ma³opolskie,49.986084,20.065118,1000,,,,,,,,110000
Ciele,bydgoski,kujawsko-pomorskie,53.072522,17.920367,705,,prostok¹t,polna,brak,,,,85000
Warszawa,Weso³a,mazowieckie,52.24053,21.034167,897,,,asfaltowa,,,,,770000
Malec,oœwiêcimski,ma³opolskie,49.919683,19.245742,1000,,prostok¹t,,,,,,79000
Leoncin,nowodworski,mazowieckie,52.3571,20.4805,41000,,prostok¹t,asfaltowa,brak,,,,2460000
Bistuszowa,tarnowski,ma³opolskie,49.885743,21.098788,8300,,,asfaltowa,siatka,,,,660000
Ojrzanów,grodziski,mazowieckie,52.009626,20.738637,1000,,prostok¹t,asfaltowa,,,,,100000
Milanówek,grodziski,mazowieckie,52.124582,20.667208,3000,,prostok¹t,,brak,,,,420000
Stare Babice,warszawski zachodni,mazowieckie,52.2505084356608,20.8438549752134,800,,prostok¹t,,brak,,,,340000
Suchy Las,pruszkowski,mazowieckie,52.135008,20.853355,1000,,prostok¹t,,brak,,,,450000
Osowiec,grodziski,mazowieckie,52.035249,20.647345,1000,,prostok¹t,,,,,,120000
Józefina,grodziski,mazowieckie,52.028048,20.666214,1400,,prostok¹t,,,,,,195000
Rusiec,pruszkowski,mazowieckie,52.0735,20.8052,1000,,prostok¹t,asfaltowa,brak,,,,230000
Osowiec,grodziski,mazowieckie,52.035249,20.647345,1020,,kwadrat,utwardzana,brak,,,,130000
Stara Wieœ,pruszkowski,mazowieckie,52.084,20.7705,2363,,trójk¹t,asfaltowa,brak,,,,285000
Bieniewiec,grodziski,mazowieckie,52.02618,20.621919,1299,,trapez,asfaltowa,,,,,130000
Janinów,grodziski,mazowieckie,52.0708,20.6057,1600,,kwadrat,utwardzana,,,,,270000
Rochaliki,warszawski zachodni,mazowieckie,52.227293,20.573672,1001,,prostok¹t,asfaltowa,brak,,,,110110
Wolica,pruszkowski,mazowieckie,52.118704,20.869605,1000,,prostok¹t,,brak,,,,285000
Radziwi³³ów,¿yrardowski,mazowieckie,51.996843,20.283138,7800,,prostok¹t,asfaltowa,,,,,170000
Nowa Bukówka,grodziski,mazowieckie,52.0062,20.678,27000,,prostok¹t,,brak,,,,2160000
Sêkocin Nowy,pruszkowski,mazowieckie,52.117416,20.894147,2440,,prostok¹t,,,,,,430000
Bieniewiec,grodziski,mazowieckie,52.02618,20.621919,1000,,kwadrat,,brak,,,,160000
Rochaliki,warszawski zachodni,mazowieckie,52.227293,20.573672,6406,,prostok¹t,polna,brak,,,,550000
Kaleñ,grodziski,mazowieckie,52.006762,20.6918,1500,,prostok¹t,asfaltowa,brak,,,,130000
Rusiec,pruszkowski,mazowieckie,52.081861,20.793567,1000,,prostok¹t,asfaltowa,brak,,,,250000
Bieganów,grodziski,mazowieckie,52.044742,20.494189,1000,,prostok¹t,,brak,,,,80000
Osowiec,grodziski,mazowieckie,52.035249,20.647345,3300,,kwadrat,utwardzana,,,,,300000
Owczarnia,pruszkowski,mazowieckie,52.10029,20.706871,1994,,,utwardzana,brak,,,,499000
Pasikonie,warszawski zachodni,mazowieckie,52.25081,20.411507,3400,,prostok¹t,,brak,,,,119000
Nadarzyn,pruszkowski,mazowieckie,52.093404,20.807995,1700,,prostok¹t,,brak,,,,265000
Kamionka,¯YRARDOWSKI,mazowieckie,52.070438,20.286572,1700,,prostok¹t,,brak,,,,119000
Rusiec,pruszkowski,mazowieckie,52.081861,20.793567,1000,,prostok¹t,utwardzana,brak,,,,210000
Ksi¹¿enice,grodziski,mazowieckie,52.073156,20.703983,2000,,prostok¹t,asfaltowa,,,,,255000
¯ó³win,pruszkowski,mazowieckie,52.106761,20.725973,1100,,prostok¹t,,brak,,,,250000
Mszczonów,¿yrardowski,mazowieckie,51.973619,20.512908,640,,prostok¹t,,brak,,,,120000
Nowe Mistrzewice,sochaczewski,mazowieckie,52.307864,20.243362,1581,,prostok¹t,utwardzana,brak,,,,47430
Nadarzyn,pruszkowski,mazowieckie,52.093404,20.807995,4973,,trójk¹t,,brak,,,,373000
T³umy,¿yrardowski,mazowieckie,51.940299,20.622486,8264,,prostok¹t,,,,,,330560
Musu³y,grodziski,mazowieckie,52.043428,20.656321,1500,,prostok¹t,,brak,,,,95000
